order_id,customer_id,order_date,item_name,category,quantity,unit_price,gross_amount,discount,final_amount,channel,payment_method,prep_time_min
969,36,2025-08-18,Brownie,Dessert,1,109,109,0,109,delivery,upi,25
970,415,2026-01-01,Chocolate Shake,Beverage,2,159,318,0,318,delivery,upi,28
971,482,2025-11-04,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,cash,28
972,359,2025-08-23,Classic Veg Burger,Burger,2,149,298,50,248,takeaway,upi,15
973,378,2026-03-18,Fries,Sides,2,99,198,0,198,takeaway,cash,18
974,296,2025-10-05,Veg Wrap,Wrap,2,179,358,0,358,delivery,upi,29
975,342,2026-01-15,Fries,Sides,2,99,198,0,198,delivery,upi,22
976,499,2026-01-27,Brownie,Dessert,1,109,109,0,109,dine_in,cash,13
977,362,2026-02-01,Peri Peri Fries,Sides,4,119,476,0,476,dine_in,card,28
978,98,2025-11-07,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,cash,13
979,496,2025-11-05,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,upi,33
980,24,2025-08-06,Chocolate Shake,Beverage,1,159,159,0,159,delivery,upi,28
981,2,2025-10-16,Cheese Burst Burger,Burger,3,189,567,0,567,delivery,upi,20
982,106,2026-02-14,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,card,22
983,338,2026-03-23,Peri Peri Fries,Sides,2,119,238,50,188,dine_in,cash,14
984,106,2026-01-16,Cold Coffee,Beverage,1,129,129,50,79,takeaway,upi,25
985,251,2025-11-18,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,card,24
986,82,2025-08-01,Classic Veg Burger,Burger,3,149,447,20,427,takeaway,card,16
987,212,2025-08-26,Peri Peri Fries,Sides,1,119,119,0,119,delivery,upi,23
988,394,2025-07-08,Veg Wrap,Wrap,2,179,358,0,358,takeaway,card,21
989,156,2025-10-23,Veg Wrap,Wrap,1,179,179,50,129,delivery,card,22
990,139,2025-09-21,Veg Wrap,Wrap,2,179,358,0,358,dine_in,upi,30
991,249,2026-01-13,Fries,Sides,2,99,198,30,168,takeaway,upi,13
992,138,2026-01-06,Chicken Wrap,Wrap,1,219,219,50,169,dine_in,card,31
993,265,2025-12-06,Chocolate Shake,Beverage,1,159,159,30,129,dine_in,upi,19
994,130,2025-11-03,Chicken Wrap,Wrap,2,219,438,30,408,takeaway,upi,30
995,255,2026-03-28,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,cash,23
996,291,2025-12-22,Classic Veg Burger,Burger,2,149,298,0,298,dine_in,upi,33
997,157,2026-02-03,Peri Peri Fries,Sides,3,119,357,0,357,takeaway,upi,30
998,206,2025-12-30,Cheese Burst Burger,Burger,2,189,378,20,358,takeaway,upi,17
999,167,2025-07-24,Cold Coffee,Beverage,1,129,129,20,109,dine_in,cash,20
1000,253,2025-10-25,Chocolate Shake,Beverage,2,159,318,50,268,dine_in,upi,28
1001,459,2025-09-09,Fries,Sides,2,99,198,0,198,dine_in,card,23
1002,274,2025-08-07,Cheese Burst Burger,Burger,3,189,567,30,537,delivery,cash,14
1003,114,2025-10-18,Fries,Sides,1,99,99,0,99,delivery,upi,28
1004,210,2025-08-31,Peri Peri Fries,Sides,4,119,476,0,476,dine_in,card,17
1005,314,2025-08-30,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,cash,18
1006,278,2025-09-24,Classic Veg Burger,Burger,2,149,298,0,298,delivery,card,13
1007,46,2026-03-15,Brownie,Dessert,2,109,218,0,218,delivery,cash,21
1008,479,2025-12-30,Veg Wrap,Wrap,2,179,358,50,308,dine_in,upi,33
1009,50,2025-07-11,Peri Peri Fries,Sides,1,119,119,0,119,dine_in,upi,33
1010,24,2025-09-30,Fries,Sides,1,99,99,0,99,dine_in,card,24
1011,32,2026-02-16,Fries,Sides,2,99,198,0,198,dine_in,upi,33
1012,468,2025-10-13,Cold Coffee,Beverage,3,129,387,0,387,takeaway,card,14
1013,353,2025-08-02,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,card,11
1014,273,2025-09-28,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,14
1015,213,2025-08-25,Chocolate Shake,Beverage,1,159,159,50,109,dine_in,card,32
1016,267,2026-03-29,Brownie,Dessert,3,109,327,20,307,dine_in,cash,27
1017,339,2025-10-19,Veg Wrap,Wrap,2,179,358,30,328,delivery,card,20
1018,134,2025-10-18,Classic Veg Burger,Burger,2,149,298,0,298,delivery,cash,24
1019,475,2025-08-16,Brownie,Dessert,1,109,109,0,109,dine_in,cash,32
1020,274,2025-08-27,Chicken Wrap,Wrap,2,219,438,20,418,takeaway,cash,32
1021,378,2025-09-08,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,upi,35
1022,65,2025-11-01,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,cash,12
1023,174,2026-03-26,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,27
1024,70,2025-09-30,Classic Veg Burger,Burger,2,149,298,20,278,dine_in,upi,35
1025,405,2025-10-21,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,card,12
1026,217,2025-08-11,Cold Coffee,Beverage,2,129,258,0,258,takeaway,card,20
1027,16,2025-07-17,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,upi,35
1028,371,2025-07-16,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,cash,28
1029,42,2025-08-12,Fries,Sides,2,99,198,0,198,delivery,cash,30
1030,191,2025-07-30,Brownie,Dessert,1,109,109,50,59,dine_in,card,20
1031,195,2025-08-28,Chicken Wrap,Wrap,3,219,657,0,657,delivery,card,15
1032,44,2025-09-14,Brownie,Dessert,4,109,436,0,436,delivery,cash,34
1033,40,2025-09-16,Paneer Grill Burger,Burger,1,209,209,30,179,takeaway,upi,20
1034,195,2026-02-26,Classic Veg Burger,Burger,2,149,298,20,278,delivery,upi,11
1035,307,2025-07-26,Classic Veg Burger,Burger,4,149,596,0,596,delivery,card,30
1036,175,2025-08-15,Cold Coffee,Beverage,3,129,387,30,357,delivery,cash,14
1037,208,2026-01-10,Brownie,Dessert,1,109,109,20,89,dine_in,card,26
1038,117,2025-12-12,Cold Coffee,Beverage,3,129,387,0,387,delivery,card,15
1039,402,2026-01-09,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,cash,25
1040,28,2026-01-25,Fries,Sides,2,99,198,30,168,takeaway,cash,24
1041,317,2025-12-29,Classic Veg Burger,Burger,2,149,298,50,248,takeaway,upi,14
1042,34,2025-08-01,Peri Peri Fries,Sides,1,119,119,0,119,delivery,card,26
1043,64,2026-03-28,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,cash,25
1044,256,2025-11-05,Chicken Wrap,Wrap,1,219,219,20,199,takeaway,upi,26
1045,332,2025-08-02,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,upi,14
1046,357,2026-01-21,Brownie,Dessert,3,109,327,0,327,takeaway,upi,26
1047,293,2025-12-05,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,23
1048,388,2025-09-05,Cold Coffee,Beverage,3,129,387,50,337,takeaway,card,16
1049,54,2025-12-06,Peri Peri Fries,Sides,2,119,238,0,238,delivery,card,30
1050,200,2025-09-19,Cold Coffee,Beverage,1,129,129,0,129,dine_in,upi,22
1051,404,2025-10-26,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,10
1052,343,2025-08-13,Veg Wrap,Wrap,2,179,358,0,358,delivery,card,19
1053,263,2026-03-29,Chicken Wrap,Wrap,1,219,219,50,169,dine_in,card,17
1054,285,2026-03-14,Chicken Wrap,Wrap,2,219,438,0,438,takeaway,upi,24
1055,313,2025-08-01,Cold Coffee,Beverage,1,129,129,0,129,takeaway,cash,11
1056,437,2025-11-27,Fries,Sides,1,99,99,0,99,dine_in,card,16
1057,425,2026-03-27,Peri Peri Fries,Sides,2,119,238,0,238,takeaway,upi,22
1058,373,2025-10-22,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,cash,29
1059,233,2026-03-27,Veg Wrap,Wrap,3,179,537,0,537,takeaway,upi,29
1060,500,2025-10-10,Fries,Sides,2,99,198,0,198,takeaway,cash,16
1061,253,2025-10-19,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,card,11
1062,371,2025-08-09,Cheese Burst Burger,Burger,3,189,567,0,567,delivery,upi,24
1063,492,2026-03-14,Chocolate Shake,Beverage,2,159,318,0,318,dine_in,upi,10
1064,416,2025-07-16,Brownie,Dessert,1,109,109,0,109,delivery,upi,27
1065,66,2026-03-26,Classic Veg Burger,Burger,1,149,149,50,99,delivery,card,25
1066,327,2026-03-12,Peri Peri Fries,Sides,3,119,357,0,357,takeaway,upi,33
1067,465,2026-01-29,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,card,21
1068,313,2025-12-25,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,cash,12
1069,414,2025-09-02,Chicken Wrap,Wrap,3,219,657,30,627,delivery,upi,27
1070,150,2025-10-24,Fries,Sides,2,99,198,30,168,delivery,card,10
1071,301,2025-09-10,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,upi,16
1072,311,2026-03-16,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,card,20
1073,173,2026-01-31,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,cash,33
1074,151,2025-09-05,Chicken Wrap,Wrap,2,219,438,20,418,takeaway,upi,21
1075,323,2025-07-11,Cold Coffee,Beverage,1,129,129,20,109,delivery,card,23
1076,495,2025-07-24,Chicken Wrap,Wrap,3,219,657,0,657,dine_in,cash,14
1077,219,2025-07-10,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,upi,21
1078,200,2026-01-20,Brownie,Dessert,1,109,109,0,109,delivery,upi,31
1079,234,2025-08-07,Cold Coffee,Beverage,3,129,387,0,387,dine_in,upi,34
1080,112,2025-11-08,Cold Coffee,Beverage,1,129,129,20,109,takeaway,cash,15
1081,224,2025-08-25,Veg Wrap,Wrap,3,179,537,20,517,delivery,cash,30
1082,463,2025-09-12,Brownie,Dessert,1,109,109,30,79,delivery,card,33
1083,494,2025-07-21,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,upi,35
1084,271,2026-02-15,Fries,Sides,2,99,198,0,198,delivery,cash,27
1085,378,2026-03-28,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,cash,21
1086,315,2025-09-02,Classic Veg Burger,Burger,1,149,149,50,99,delivery,card,32
1087,356,2025-07-10,Brownie,Dessert,1,109,109,30,79,delivery,cash,28
1088,363,2025-08-03,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,card,18
1089,299,2025-09-23,Chocolate Shake,Beverage,2,159,318,50,268,takeaway,cash,30
1090,216,2026-01-09,Peri Peri Fries,Sides,2,119,238,50,188,takeaway,cash,33
1091,374,2026-02-19,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,cash,35
1092,188,2026-01-13,Brownie,Dessert,1,109,109,0,109,delivery,cash,13
1093,151,2025-07-11,Chicken Wrap,Wrap,1,219,219,30,189,takeaway,upi,15
1094,456,2025-10-06,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,upi,34
1095,497,2026-02-06,Chocolate Shake,Beverage,2,159,318,30,288,dine_in,card,29
1096,359,2025-07-12,Chicken Wrap,Wrap,2,219,438,20,418,takeaway,upi,24
1097,392,2026-01-30,Classic Veg Burger,Burger,3,149,447,20,427,dine_in,cash,16
1098,159,2025-10-25,Chicken Wrap,Wrap,2,219,438,0,438,takeaway,cash,29
1099,465,2026-01-02,Fries,Sides,2,99,198,0,198,takeaway,cash,34
1100,9,2025-11-23,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,upi,32
1101,290,2026-02-08,Cold Coffee,Beverage,1,129,129,20,109,takeaway,card,27
1102,347,2025-09-14,Chocolate Shake,Beverage,4,159,636,0,636,takeaway,card,28
1103,194,2025-12-24,Chocolate Shake,Beverage,3,159,477,0,477,dine_in,upi,27
1104,247,2026-02-04,Cheese Burst Burger,Burger,3,189,567,50,517,dine_in,upi,35
1105,271,2025-12-08,Brownie,Dessert,1,109,109,0,109,delivery,upi,34
1106,137,2026-01-21,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,card,26
1107,140,2025-07-21,Classic Veg Burger,Burger,1,149,149,20,129,dine_in,upi,10
1108,342,2026-03-21,Chocolate Shake,Beverage,3,159,477,20,457,dine_in,upi,13
1109,427,2026-01-15,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,cash,16
1110,417,2025-12-19,Classic Veg Burger,Burger,1,149,149,0,149,delivery,cash,11
1111,314,2025-11-20,Cheese Burst Burger,Burger,1,189,189,50,139,takeaway,upi,33
1112,165,2025-07-28,Veg Wrap,Wrap,2,179,358,0,358,takeaway,cash,16
1113,447,2026-02-12,Chocolate Shake,Beverage,3,159,477,0,477,dine_in,cash,21
1114,113,2025-11-21,Peri Peri Fries,Sides,1,119,119,20,99,delivery,card,29
1115,145,2026-01-17,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,card,34
1116,442,2026-01-27,Paneer Grill Burger,Burger,2,209,418,0,418,delivery,upi,27
1117,409,2025-08-17,Veg Wrap,Wrap,4,179,716,20,696,dine_in,upi,28
1118,359,2025-08-04,Peri Peri Fries,Sides,1,119,119,20,99,takeaway,cash,27
1119,135,2025-08-04,Fries,Sides,1,99,99,0,99,delivery,upi,12
1120,480,2025-09-06,Cold Coffee,Beverage,1,129,129,0,129,delivery,card,13
1121,240,2025-08-10,Veg Wrap,Wrap,1,179,179,0,179,takeaway,upi,12
1122,309,2025-09-22,Classic Veg Burger,Burger,2,149,298,0,298,dine_in,card,17
1123,423,2026-03-20,Cold Coffee,Beverage,1,129,129,20,109,delivery,cash,28
1124,500,2025-12-24,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,card,12
1125,457,2025-11-29,Peri Peri Fries,Sides,1,119,119,50,69,dine_in,cash,20
1126,25,2025-09-11,Chocolate Shake,Beverage,1,159,159,30,129,dine_in,upi,23
1127,142,2025-11-23,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,card,13
1128,204,2026-02-26,Chicken Wrap,Wrap,1,219,219,0,219,delivery,cash,35
1129,256,2026-03-20,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,upi,30
1130,48,2026-03-09,Brownie,Dessert,2,109,218,0,218,dine_in,cash,16
1131,134,2026-03-23,Chocolate Shake,Beverage,1,159,159,30,129,takeaway,card,33
1132,425,2026-03-09,Brownie,Dessert,2,109,218,0,218,delivery,upi,27
1133,125,2025-08-28,Chicken Wrap,Wrap,1,219,219,30,189,takeaway,card,23
1134,15,2025-12-21,Fries,Sides,3,99,297,50,247,dine_in,card,35
1135,360,2026-02-05,Chocolate Shake,Beverage,3,159,477,0,477,delivery,card,32
1136,32,2026-01-23,Veg Wrap,Wrap,1,179,179,20,159,takeaway,upi,35
1137,8,2026-01-03,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,upi,15
1138,115,2025-12-26,Cold Coffee,Beverage,3,129,387,0,387,dine_in,card,31
1139,448,2026-01-04,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,card,22
1140,292,2025-09-15,Cheese Burst Burger,Burger,2,189,378,50,328,dine_in,upi,28
1141,72,2025-12-15,Brownie,Dessert,2,109,218,20,198,takeaway,upi,27
1142,303,2026-03-31,Peri Peri Fries,Sides,1,119,119,20,99,takeaway,cash,27
1143,148,2025-07-09,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,upi,29
1144,355,2025-10-26,Chicken Wrap,Wrap,3,219,657,30,627,delivery,cash,14
1145,153,2025-12-20,Brownie,Dessert,2,109,218,50,168,dine_in,card,21
1146,232,2026-03-17,Veg Wrap,Wrap,1,179,179,50,129,takeaway,card,12
1147,183,2025-09-30,Fries,Sides,2,99,198,20,178,delivery,card,25
1148,101,2025-10-04,Classic Veg Burger,Burger,3,149,447,0,447,delivery,upi,29
1149,33,2026-02-22,Veg Wrap,Wrap,3,179,537,20,517,takeaway,upi,29
1150,295,2026-02-09,Chicken Wrap,Wrap,2,219,438,50,388,dine_in,upi,20
1151,265,2025-10-09,Veg Wrap,Wrap,3,179,537,0,537,takeaway,cash,20
1152,349,2026-03-26,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,cash,30
1153,406,2025-10-30,Cold Coffee,Beverage,1,129,129,50,79,delivery,upi,31
1154,459,2026-01-01,Chocolate Shake,Beverage,2,159,318,50,268,takeaway,card,31
1155,234,2025-07-20,Classic Veg Burger,Burger,3,149,447,0,447,delivery,cash,15
1156,399,2025-12-23,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,22
1157,236,2026-01-18,Fries,Sides,2,99,198,30,168,delivery,upi,30
1158,127,2025-09-07,Chicken Wrap,Wrap,4,219,876,20,856,dine_in,upi,27
1159,492,2025-08-22,Cold Coffee,Beverage,2,129,258,0,258,delivery,upi,31
1160,349,2025-12-15,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,card,15
1161,468,2025-12-23,Chocolate Shake,Beverage,1,159,159,30,129,dine_in,card,28
1162,114,2025-10-22,Cold Coffee,Beverage,2,129,258,30,228,takeaway,card,13
1163,115,2026-03-16,Cheese Burst Burger,Burger,2,189,378,50,328,delivery,card,21
1164,14,2026-03-08,Chicken Wrap,Wrap,2,219,438,30,408,delivery,upi,29
1165,165,2026-03-07,Peri Peri Fries,Sides,1,119,119,0,119,dine_in,card,30
1166,320,2025-08-31,Chicken Wrap,Wrap,2,219,438,0,438,delivery,cash,25
1167,85,2025-07-25,Fries,Sides,2,99,198,50,148,delivery,cash,17
1168,138,2025-07-20,Cheese Burst Burger,Burger,1,189,189,20,169,delivery,upi,20
1169,151,2026-02-18,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,upi,16
1170,374,2025-09-27,Cold Coffee,Beverage,2,129,258,20,238,delivery,cash,26
1171,50,2025-10-30,Chocolate Shake,Beverage,2,159,318,0,318,dine_in,upi,29
1172,137,2025-09-15,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,card,15
1173,234,2026-01-13,Brownie,Dessert,2,109,218,0,218,takeaway,cash,26
1174,243,2025-07-31,Brownie,Dessert,3,109,327,0,327,delivery,upi,18
1175,185,2025-09-05,Fries,Sides,2,99,198,30,168,takeaway,card,22
1176,84,2025-09-09,Cold Coffee,Beverage,2,129,258,20,238,delivery,upi,20
1177,443,2026-03-17,Chocolate Shake,Beverage,2,159,318,30,288,delivery,card,19
1178,442,2025-09-24,Paneer Grill Burger,Burger,2,209,418,50,368,delivery,cash,20
1179,380,2025-11-21,Chicken Wrap,Wrap,3,219,657,0,657,takeaway,cash,23
1180,494,2026-01-03,Cold Coffee,Beverage,4,129,516,0,516,takeaway,upi,19
1181,491,2025-08-30,Cheese Burst Burger,Burger,4,189,756,0,756,dine_in,upi,10
1182,452,2025-07-21,Classic Veg Burger,Burger,1,149,149,0,149,delivery,cash,17
1183,301,2025-10-27,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,upi,35
1184,167,2025-12-10,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,card,25
1185,18,2026-03-25,Fries,Sides,3,99,297,50,247,delivery,cash,33
1186,94,2025-08-21,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,cash,29
1187,197,2026-01-14,Brownie,Dessert,2,109,218,50,168,delivery,upi,25
1188,494,2025-10-22,Chocolate Shake,Beverage,2,159,318,50,268,delivery,cash,19
1189,330,2026-01-28,Paneer Grill Burger,Burger,3,209,627,0,627,dine_in,card,26
1190,379,2025-09-24,Cold Coffee,Beverage,1,129,129,0,129,dine_in,cash,16
1191,413,2025-09-27,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,16
1192,311,2025-09-12,Classic Veg Burger,Burger,3,149,447,0,447,takeaway,upi,11
1193,194,2025-07-05,Cheese Burst Burger,Burger,2,189,378,20,358,delivery,card,15
1194,105,2026-02-23,Cold Coffee,Beverage,1,129,129,30,99,dine_in,card,22
1195,266,2025-08-14,Veg Wrap,Wrap,1,179,179,0,179,delivery,card,24
1196,165,2025-11-11,Cold Coffee,Beverage,2,129,258,50,208,delivery,card,14
1197,195,2025-09-18,Brownie,Dessert,1,109,109,0,109,dine_in,cash,12
1198,262,2026-02-18,Chocolate Shake,Beverage,3,159,477,30,447,dine_in,cash,13
1199,201,2025-07-28,Chicken Wrap,Wrap,1,219,219,50,169,delivery,upi,30
1200,241,2025-09-28,Cheese Burst Burger,Burger,2,189,378,0,378,delivery,cash,33
1201,112,2025-10-04,Classic Veg Burger,Burger,1,149,149,0,149,dine_in,cash,28
1202,466,2025-10-18,Chocolate Shake,Beverage,1,159,159,50,109,delivery,card,31
1203,438,2025-08-08,Peri Peri Fries,Sides,1,119,119,30,89,takeaway,upi,17
1204,460,2025-09-24,Cold Coffee,Beverage,3,129,387,0,387,takeaway,upi,35
1205,296,2025-10-13,Cold Coffee,Beverage,2,129,258,0,258,delivery,card,13
1206,251,2026-02-23,Veg Wrap,Wrap,1,179,179,0,179,delivery,card,17
1207,483,2025-07-11,Brownie,Dessert,1,109,109,0,109,delivery,cash,35
1208,488,2026-03-13,Brownie,Dessert,3,109,327,50,277,dine_in,upi,24
1209,310,2026-02-10,Classic Veg Burger,Burger,1,149,149,30,119,dine_in,card,12
1210,83,2025-07-29,Cold Coffee,Beverage,1,129,129,50,79,takeaway,card,34
1211,270,2026-03-12,Cheese Burst Burger,Burger,1,189,189,20,169,takeaway,card,14
1212,297,2026-03-23,Fries,Sides,1,99,99,0,99,dine_in,cash,34
1213,498,2025-08-20,Paneer Grill Burger,Burger,1,209,209,20,189,takeaway,cash,11
1214,281,2025-10-05,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,card,29
1215,416,2026-02-24,Chicken Wrap,Wrap,2,219,438,30,408,takeaway,card,21
1216,351,2025-10-16,Cold Coffee,Beverage,3,129,387,30,357,delivery,upi,17
1217,327,2026-03-31,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,18
1218,155,2025-10-29,Chocolate Shake,Beverage,3,159,477,0,477,takeaway,cash,20
1219,57,2026-02-21,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,cash,12
1220,12,2025-09-15,Brownie,Dessert,1,109,109,50,59,takeaway,cash,21
1221,340,2025-07-13,Cheese Burst Burger,Burger,1,189,189,20,169,delivery,cash,33
1222,262,2025-10-07,Classic Veg Burger,Burger,2,149,298,0,298,dine_in,cash,23
1223,241,2025-08-12,Fries,Sides,3,99,297,30,267,delivery,upi,29
1224,496,2025-08-28,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,upi,33
1225,78,2025-08-29,Fries,Sides,1,99,99,0,99,takeaway,cash,24
1226,210,2026-02-24,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,cash,31
1227,46,2025-08-29,Cheese Burst Burger,Burger,2,189,378,20,358,dine_in,upi,15
1228,22,2025-08-31,Brownie,Dessert,3,109,327,20,307,dine_in,cash,20
1229,339,2026-03-28,Veg Wrap,Wrap,1,179,179,30,149,takeaway,cash,16
1230,19,2025-11-28,Brownie,Dessert,1,109,109,20,89,delivery,card,16
1231,275,2025-07-07,Paneer Grill Burger,Burger,2,209,418,50,368,takeaway,card,34
1232,267,2025-08-23,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,card,10
1233,405,2026-01-19,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,cash,31
1234,168,2025-09-07,Paneer Grill Burger,Burger,3,209,627,20,607,dine_in,upi,28
1235,100,2026-01-04,Cold Coffee,Beverage,4,129,516,0,516,takeaway,cash,30
1236,1,2025-10-18,Brownie,Dessert,3,109,327,0,327,takeaway,cash,25
1237,422,2025-07-09,Cheese Burst Burger,Burger,1,189,189,20,169,dine_in,upi,18
1238,98,2026-02-03,Cold Coffee,Beverage,2,129,258,0,258,takeaway,card,22
1239,158,2025-09-05,Fries,Sides,1,99,99,0,99,dine_in,cash,34
1240,80,2025-07-14,Paneer Grill Burger,Burger,2,209,418,0,418,delivery,upi,21
1241,315,2025-09-21,Veg Wrap,Wrap,2,179,358,0,358,dine_in,upi,29
1242,318,2025-08-01,Veg Wrap,Wrap,3,179,537,50,487,dine_in,card,23
1243,442,2025-07-12,Chocolate Shake,Beverage,1,159,159,0,159,delivery,cash,30
1244,484,2025-08-24,Cold Coffee,Beverage,2,129,258,0,258,takeaway,cash,30
1245,4,2025-10-22,Peri Peri Fries,Sides,1,119,119,0,119,dine_in,upi,10
1246,316,2026-01-02,Chocolate Shake,Beverage,2,159,318,30,288,takeaway,card,21
1247,217,2025-12-05,Brownie,Dessert,1,109,109,0,109,delivery,cash,31
1248,399,2025-12-26,Cold Coffee,Beverage,1,129,129,20,109,dine_in,upi,18
1249,246,2025-08-24,Paneer Grill Burger,Burger,2,209,418,20,398,dine_in,upi,11
1250,285,2025-07-31,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,upi,10
1251,413,2026-01-28,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,18
1252,391,2025-08-16,Veg Wrap,Wrap,2,179,358,30,328,dine_in,cash,10
1253,265,2025-08-19,Cold Coffee,Beverage,2,129,258,0,258,dine_in,cash,10
1254,445,2025-08-25,Cold Coffee,Beverage,3,129,387,0,387,delivery,upi,16
1255,261,2025-07-22,Chocolate Shake,Beverage,2,159,318,0,318,dine_in,upi,24
1256,365,2025-10-26,Cold Coffee,Beverage,1,129,129,0,129,delivery,cash,18
1257,252,2025-12-01,Fries,Sides,2,99,198,0,198,dine_in,cash,16
1258,13,2025-07-09,Brownie,Dessert,2,109,218,0,218,delivery,cash,26
1259,347,2025-12-29,Veg Wrap,Wrap,2,179,358,50,308,delivery,cash,18
1260,255,2025-07-16,Fries,Sides,1,99,99,30,69,dine_in,card,16
1261,344,2025-10-11,Brownie,Dessert,2,109,218,20,198,delivery,card,22
1262,224,2025-09-15,Cheese Burst Burger,Burger,1,189,189,30,159,dine_in,cash,17
1263,426,2025-09-09,Veg Wrap,Wrap,1,179,179,0,179,dine_in,card,22
1264,213,2026-02-03,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,cash,10
1265,387,2025-08-04,Cheese Burst Burger,Burger,1,189,189,20,169,takeaway,card,31
1266,240,2025-09-02,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,cash,18
1267,300,2025-10-29,Chicken Wrap,Wrap,2,219,438,0,438,takeaway,cash,34
1268,359,2025-11-16,Brownie,Dessert,2,109,218,0,218,takeaway,cash,12
1269,163,2025-09-27,Classic Veg Burger,Burger,1,149,149,30,119,delivery,cash,29
1270,421,2026-03-12,Chocolate Shake,Beverage,2,159,318,30,288,delivery,cash,17
1271,332,2025-08-03,Fries,Sides,3,99,297,50,247,dine_in,card,22
1272,309,2025-11-27,Cheese Burst Burger,Burger,2,189,378,20,358,dine_in,upi,16
1273,249,2025-11-24,Classic Veg Burger,Burger,2,149,298,20,278,takeaway,card,17
1274,120,2025-09-28,Cold Coffee,Beverage,2,129,258,0,258,takeaway,cash,26
1275,343,2025-11-26,Brownie,Dessert,2,109,218,0,218,takeaway,card,35
1276,8,2025-08-04,Peri Peri Fries,Sides,1,119,119,20,99,takeaway,upi,10
1277,110,2026-02-25,Classic Veg Burger,Burger,2,149,298,20,278,takeaway,upi,13
1278,46,2026-01-27,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,cash,10
1279,323,2025-11-10,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,card,31
1280,360,2026-03-20,Brownie,Dessert,2,109,218,30,188,delivery,upi,13
1281,43,2026-02-13,Classic Veg Burger,Burger,3,149,447,30,417,takeaway,cash,28
1282,494,2025-11-26,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,card,18
